s_adj	business	date	sales
Seasonally Adjusted	44700	2008.11	31900000000
Seasonally Adjusted	44700	2008.12	27017000000
Seasonally Adjusted	44700	2009.01	27770000000
Seasonally Adjusted	44700	2009.02	28946000000
Seasonally Adjusted	44700	2009.03	27959000000
Seasonally Adjusted	44700	2009.04	27871000000
Seasonally Adjusted	44700	2009.05	29059000000
Seasonally Adjusted	44700	2009.06	31755000000
Seasonally Adjusted	44700	2009.07	31502000000
Seasonally Adjusted	44700	2009.08	32761000000
Seasonally Adjusted	44700	2009.09	32970000000
Seasonally Adjusted	44700	2009.1	32528000000
Seasonally Adjusted	44700	2009.11	35018000000
Seasonally Adjusted	44700	2009.12	35109000000
Seasonally Adjusted	44700	2010.01	35648000000
Seasonally Adjusted	44700	2010.02	35768000000
Seasonally Adjusted	44700	2010.03	36205000000
Seasonally Adjusted	44700	2010.04	36250000000
Seasonally Adjusted	44700	2010.05	35277000000
Seasonally Adjusted	44700	2010.06	34434000000
Seasonally Adjusted	44700	2010.07	35068000000
Seasonally Adjusted	44700	2010.08	35642000000
Seasonally Adjusted	44700	2010.09	36231000000
Seasonally Adjusted	44700	2010.1	36726000000
Seasonally Adjusted	44700	2010.11	38125000000
Seasonally Adjusted	44700	2010.12	38717000000
Seasonally Adjusted	44800	1992.01	9746000000
Seasonally Adjusted	44800	1992.02	9696000000
Seasonally Adjusted	44800	1992.03	9726000000
Seasonally Adjusted	44800	1992.04	9843000000
Seasonally Adjusted	44800	1992.05	9795000000
Seasonally Adjusted	44800	1992.06	9971000000
Seasonally Adjusted	44800	1992.07	9946000000
Seasonally Adjusted	44800	1992.08	10140000000
Seasonally Adjusted	44800	1992.09	10206000000
Seasonally Adjusted	44800	1992.1	10171000000
Seasonally Adjusted	44800	1992.11	10035000000
Seasonally Adjusted	44800	1992.12	10359000000
Seasonally Adjusted	44800	1993.01	10652000000
Seasonally Adjusted	44800	1993.02	10137000000
Seasonally Adjusted	44800	1993.03	9956000000
Seasonally Adjusted	44800	1993.04	10273000000
Seasonally Adjusted	44800	1993.05	10389000000
Seasonally Adjusted	44800	1993.06	10460000000
Seasonally Adjusted	44800	1993.07	10595000000
Seasonally Adjusted	44800	1993.08	10445000000
Seasonally Adjusted	44800	1993.09	10536000000
Seasonally Adjusted	44800	1993.1	10482000000
Seasonally Adjusted	44800	1993.11	10500000000
Seasonally Adjusted	44800	1993.12	10463000000
Seasonally Adjusted	44800	1994.01	10443000000
Seasonally Adjusted	44800	1994.02	10586000000
Seasonally Adjusted	44800	1994.03	10750000000
Seasonally Adjusted	44800	1994.04	10672000000
Seasonally Adjusted	44800	1994.05	10479000000
Seasonally Adjusted	44800	1994.06	10587000000
Seasonally Adjusted	44800	1994.07	10713000000
Seasonally Adjusted	44800	1994.08	10855000000
Seasonally Adjusted	44800	1994.09	10695000000
Seasonally Adjusted	44800	1994.1	11002000000
Seasonally Adjusted	44800	1994.11	11038000000
Seasonally Adjusted	44800	1994.12	10985000000
Seasonally Adjusted	44800	1995.01	10928000000
Seasonally Adjusted	44800	1995.02	10593000000
Seasonally Adjusted	44800	1995.03	10874000000
Seasonally Adjusted	44800	1995.04	10805000000
Seasonally Adjusted	44800	1995.05	10996000000
Seasonally Adjusted	44800	1995.06	10957000000
Seasonally Adjusted	44800	1995.07	10837000000
Seasonally Adjusted	44800	1995.08	10818000000
Seasonally Adjusted	44800	1995.09	11261000000
Seasonally Adjusted	44800	1995.1	10882000000
Seasonally Adjusted	44800	1995.11	11284000000
Seasonally Adjusted	44800	1995.12	11167000000
Seasonally Adjusted	44800	1996.01	11102000000
Seasonally Adjusted	44800	1996.02	11355000000
Seasonally Adjusted	44800	1996.03	11425000000
Seasonally Adjusted	44800	1996.04	11452000000
Seasonally Adjusted	44800	1996.05	11506000000
Seasonally Adjusted	44800	1996.06	11408000000
Seasonally Adjusted	44800	1996.07	11332000000
Seasonally Adjusted	44800	1996.08	11402000000
Seasonally Adjusted	44800	1996.09	11524000000
Seasonally Adjusted	44800	1996.1	11584000000
Seasonally Adjusted	44800	1996.11	11370000000
Seasonally Adjusted	44800	1996.12	11446000000
Seasonally Adjusted	44800	1997.01	11517000000
Seasonally Adjusted	44800	1997.02	11498000000
Seasonally Adjusted	44800	1997.03	11592000000
Seasonally Adjusted	44800	1997.04	11281000000
Seasonally Adjusted	44800	1997.05	11456000000
Seasonally Adjusted	44800	1997.06	11642000000
Seasonally Adjusted	44800	1997.07	11752000000
Seasonally Adjusted	44800	1997.08	11869000000
Seasonally Adjusted	44800	1997.09	11872000000
Seasonally Adjusted	44800	1997.1	11887000000
Seasonally Adjusted	44800	1997.11	11950000000
Seasonally Adjusted	44800	1997.12	12139000000
Seasonally Adjusted	44800	1998.01	12197000000
Seasonally Adjusted	44800	1998.02	12226000000
Seasonally Adjusted	44800	1998.03	12225000000
Seasonally Adjusted	44800	1998.04	12445000000
Seasonally Adjusted	44800	1998.05	12345000000
Seasonally Adjusted	44800	1998.06	12492000000
Seasonally Adjusted	44800	1998.07	12569000000
Seasonally Adjusted	44800	1998.08	12482000000
Seasonally Adjusted	44800	1998.09	12201000000
Seasonally Adjusted	44800	1998.1	12594000000
Seasonally Adjusted	44800	1998.11	12723000000
Seasonally Adjusted	44800	1998.12	12735000000
Seasonally Adjusted	44800	1999.01	12936000000
Seasonally Adjusted	44800	1999.02	12924000000
Seasonally Adjusted	44800	1999.03	13088000000
Seasonally Adjusted	44800	1999.04	13193000000
Seasonally Adjusted	44800	1999.05	13405000000
Seasonally Adjusted	44800	1999.06	13411000000
Seasonally Adjusted	44800	1999.07	13338000000
Seasonally Adjusted	44800	1999.08	13407000000
Seasonally Adjusted	44800	1999.09	13359000000
Seasonally Adjusted	44800	1999.1	13455000000
Seasonally Adjusted	44800	1999.11	13471000000
Seasonally Adjusted	44800	1999.12	13552000000
Seasonally Adjusted	44800	2000.01	13312000000
Seasonally Adjusted	44800	2000.02	13567000000
Seasonally Adjusted	44800	2000.03	13837000000
Seasonally Adjusted	44800	2000.04	13819000000
Seasonally Adjusted	44800	2000.05	14047000000
Seasonally Adjusted	44800	2000.06	13901000000
Seasonally Adjusted	44800	2000.07	13714000000
Seasonally Adjusted	44800	2000.08	14110000000
Seasonally Adjusted	44800	2000.09	14398000000
Seasonally Adjusted	44800	2000.1	14255000000
Seasonally Adjusted	44800	2000.11	14298000000
Seasonally Adjusted	44800	2000.12	14129000000
Seasonally Adjusted	44800	2001.01	14164000000
Seasonally Adjusted	44800	2001.02	14185000000
Seasonally Adjusted	44800	2001.03	13826000000
Seasonally Adjusted	44800	2001.04	14226000000
Seasonally Adjusted	44800	2001.05	13986000000
Seasonally Adjusted	44800	2001.06	13834000000
Seasonally Adjusted	44800	2001.07	14005000000
Seasonally Adjusted	44800	2001.08	14195000000
Seasonally Adjusted	44800	2001.09	13281000000
Seasonally Adjusted	44800	2001.1	13998000000
Seasonally Adjusted	44800	2001.11	13994000000
Seasonally Adjusted	44800	2001.12	14144000000
Seasonally Adjusted	44800	2002.01	14251000000
Seasonally Adjusted	44800	2002.02	14373000000
Seasonally Adjusted	44800	2002.03	14478000000
Seasonally Adjusted	44800	2002.04	14438000000
Seasonally Adjusted	44800	2002.05	14249000000
Seasonally Adjusted	44800	2002.06	14383000000
Seasonally Adjusted	44800	2002.07	14215000000
Seasonally Adjusted	44800	2002.08	14368000000
Seasonally Adjusted	44800	2002.09	13955000000
Seasonally Adjusted	44800	2002.1	14657000000
Seasonally Adjusted	44800	2002.11	14479000000
Seasonally Adjusted	44800	2002.12	14764000000
Seasonally Adjusted	44800	2003.01	14580000000
Seasonally Adjusted	44800	2003.02	14143000000
Seasonally Adjusted	44800	2003.03	14462000000
Seasonally Adjusted	44800	2003.04	14461000000
Seasonally Adjusted	44800	2003.05	14667000000
Seasonally Adjusted	44800	2003.06	14890000000
Seasonally Adjusted	44800	2003.07	15138000000
Seasonally Adjusted	44800	2003.08	15098000000
Seasonally Adjusted	44800	2003.09	15167000000
Seasonally Adjusted	44800	2003.1	15070000000
Seasonally Adjusted	44800	2003.11	15314000000
Seasonally Adjusted	44800	2003.12	15469000000
Seasonally Adjusted	44800	2004.01	15519000000
Seasonally Adjusted	44800	2004.02	15670000000
Seasonally Adjusted	44800	2004.03	15997000000
Seasonally Adjusted	44800	2004.04	15584000000
Seasonally Adjusted	44800	2004.05	15701000000
Seasonally Adjusted	44800	2004.06	15567000000
Seasonally Adjusted	44800	2004.07	15621000000
Seasonally Adjusted	44800	2004.08	15652000000
Seasonally Adjusted	44800	2004.09	15721000000
Seasonally Adjusted	44800	2004.1	16053000000
Seasonally Adjusted	44800	2004.11	16022000000
Seasonally Adjusted	44800	2004.12	16177000000
Seasonally Adjusted	44800	2005.01	16171000000
Seasonally Adjusted	44800	2005.02	16704000000
Seasonally Adjusted	44800	2005.03	16358000000
Seasonally Adjusted	44800	2005.04	16808000000
Seasonally Adjusted	44800	2005.05	16588000000
Seasonally Adjusted	44800	2005.06	16860000000
Seasonally Adjusted	44800	2005.07	16519000000
Seasonally Adjusted	44800	2005.08	16789000000
Seasonally Adjusted	44800	2005.09	16405000000
Seasonally Adjusted	44800	2005.1	17200000000
Seasonally Adjusted	44800	2005.11	17152000000
Seasonally Adjusted	44800	2005.12	17282000000
Seasonally Adjusted	44800	2006.01	17425000000
Seasonally Adjusted	44800	2006.02	17440000000
Seasonally Adjusted	44800	2006.03	17464000000
Seasonally Adjusted	44800	2006.04	17704000000
Seasonally Adjusted	44800	2006.05	17522000000
Seasonally Adjusted	44800	2006.06	17713000000
Seasonally Adjusted	44800	2006.07	17751000000
Seasonally Adjusted	44800	2006.08	17669000000
Seasonally Adjusted	44800	2006.09	18212000000
Seasonally Adjusted	44800	2006.1	18171000000
Seasonally Adjusted	44800	2006.11	17777000000
Seasonally Adjusted	44800	2006.12	18498000000
Seasonally Adjusted	44800	2007.01	18494000000
Seasonally Adjusted	44800	2007.02	18274000000
Seasonally Adjusted	44800	2007.03	18813000000
Seasonally Adjusted	44800	2007.04	18310000000
Seasonally Adjusted	44800	2007.05	18618000000
Seasonally Adjusted	44800	2007.06	18468000000
Seasonally Adjusted	44800	2007.07	18609000000
Seasonally Adjusted	44800	2007.08	18431000000
Seasonally Adjusted	44800	2007.09	18405000000
Seasonally Adjusted	44800	2007.1	18453000000
Seasonally Adjusted	44800	2007.11	18646000000
Seasonally Adjusted	44800	2007.12	18545000000
Seasonally Adjusted	44800	2008.01	18617000000
Seasonally Adjusted	44800	2008.02	18313000000
Seasonally Adjusted	44800	2008.03	18649000000
Seasonally Adjusted	44800	2008.04	18761000000
Seasonally Adjusted	44800	2008.05	18704000000
Seasonally Adjusted	44800	2008.06	18797000000
Seasonally Adjusted	44800	2008.07	18761000000
Seasonally Adjusted	44800	2008.08	18599000000
Seasonally Adjusted	44800	2008.09	17574000000
Seasonally Adjusted	44800	2008.1	17303000000
Seasonally Adjusted	44800	2008.11	17289000000
Seasonally Adjusted	44800	2008.12	16814000000
Seasonally Adjusted	44800	2009.01	17335000000
Seasonally Adjusted	44800	2009.02	17721000000
Seasonally Adjusted	44800	2009.03	17006000000
Seasonally Adjusted	44800	2009.04	17136000000
Seasonally Adjusted	44800	2009.05	17435000000
Seasonally Adjusted	44800	2009.06	17246000000
Seasonally Adjusted	44800	2009.07	17376000000
Seasonally Adjusted	44800	2009.08	17602000000
Seasonally Adjusted	44800	2009.09	17607000000
Seasonally Adjusted	44800	2009.1	17620000000
Seasonally Adjusted	44800	2009.11	17395000000
Seasonally Adjusted	44800	2009.12	17397000000
Seasonally Adjusted	44800	2010.01	17620000000
Seasonally Adjusted	44800	2010.02	17977000000
Seasonally Adjusted	44800	2010.03	18471000000
Seasonally Adjusted	44800	2010.04	18223000000
Seasonally Adjusted	44800	2010.05	18133000000
Seasonally Adjusted	44800	2010.06	18118000000
Seasonally Adjusted	44800	2010.07	18077000000
Seasonally Adjusted	44800	2010.08	18139000000
Seasonally Adjusted	44800	2010.09	18108000000
Seasonally Adjusted	44800	2010.1	18346000000
Seasonally Adjusted	44800	2010.11	18719000000
Seasonally Adjusted	44800	2010.12	18682000000
Seasonally Adjusted	44x72	1992.01	1.64278E+11
Seasonally Adjusted	44x72	1992.02	1.64864E+11
Seasonally Adjusted	44x72	1992.03	1.64221E+11
Seasonally Adjusted	44x72	1992.04	1.65084E+11
Seasonally Adjusted	44x72	1992.05	1.6592E+11
Seasonally Adjusted	44x72	1992.06	1.66544E+11
Seasonally Adjusted	44x72	1992.07	1.67284E+11
Seasonally Adjusted	44x72	1992.08	1.68184E+11
Seasonally Adjusted	44x72	1992.09	1.70158E+11
Seasonally Adjusted	44x72	1992.1	1.70859E+11
Seasonally Adjusted	44x72	1992.11	1.71531E+11
Seasonally Adjusted	44x72	1992.12	1.73598E+11
Seasonally Adjusted	44x72	1993.01	1.75683E+11
Seasonally Adjusted	44x72	1993.02	1.74121E+11
Seasonally Adjusted	44x72	1993.03	1.72829E+11
Seasonally Adjusted	44x72	1993.04	1.7671E+11
Seasonally Adjusted	44x72	1993.05	1.78999E+11
Seasonally Adjusted	44x72	1993.06	1.78772E+11
Seasonally Adjusted	44x72	1993.07	1.80987E+11
Seasonally Adjusted	44x72	1993.08	1.80996E+11
Seasonally Adjusted	44x72	1993.09	1.82227E+11
Seasonally Adjusted	44x72	1993.1	1.83233E+11
Seasonally Adjusted	44x72	1993.11	1.85266E+11
Seasonally Adjusted	44x72	1993.12	1.86538E+11
Seasonally Adjusted	44x72	1994.01	1.85948E+11
Seasonally Adjusted	44x72	1994.02	1.88562E+11
Seasonally Adjusted	44x72	1994.03	1.91756E+11
Seasonally Adjusted	44x72	1994.04	1.92275E+11
Seasonally Adjusted	44x72	1994.05	1.913E+11
Seasonally Adjusted	44x72	1994.06	1.93606E+11
Seasonally Adjusted	44x72	1994.07	1.94229E+11
Seasonally Adjusted	44x72	1994.08	1.96568E+11
Seasonally Adjusted	44x72	1994.09	1.97876E+11
Seasonally Adjusted	44x72	1994.1	2.00281E+11
Seasonally Adjusted	44x72	1994.11	2.00301E+11
Seasonally Adjusted	44x72	1994.12	2.01139E+11
Seasonally Adjusted	44x72	1995.01	2.022E+11
Seasonally Adjusted	44x72	1995.02	1.98855E+11
Seasonally Adjusted	44x72	1995.03	2.0053E+11
Seasonally Adjusted	44x72	1995.04	2.01711E+11
Seasonally Adjusted	44x72	1995.05	2.03326E+11
Seasonally Adjusted	44x72	1995.06	2.05795E+11
Seasonally Adjusted	44x72	1995.07	2.05617E+11
Seasonally Adjusted	44x72	1995.08	2.06877E+11
Seasonally Adjusted	44x72	1995.09	2.07493E+11
Seasonally Adjusted	44x72	1995.1	2.06685E+11
Seasonally Adjusted	44x72	1995.11	2.08932E+11
Seasonally Adjusted	44x72	1995.12	2.11072E+11
Seasonally Adjusted	44x72	1996.01	2.09104E+11
Seasonally Adjusted	44x72	1996.02	2.12658E+11
Seasonally Adjusted	44x72	1996.03	2.14503E+11
Seasonally Adjusted	44x72	1996.04	2.15085E+11
Seasonally Adjusted	44x72	1996.05	2.16661E+11
Seasonally Adjusted	44x72	1996.06	2.16701E+11
Seasonally Adjusted	44x72	1996.07	2.16796E+11
Seasonally Adjusted	44x72	1996.08	2.16897E+11
Seasonally Adjusted	44x72	1996.09	2.19737E+11
Seasonally Adjusted	44x72	1996.1	2.21442E+11
Seasonally Adjusted	44x72	1996.11	2.21363E+11
Seasonally Adjusted	44x72	1996.12	2.22296E+11
Seasonally Adjusted	44x72	1997.01	2.23763E+11
Seasonally Adjusted	44x72	1997.02	2.25867E+11
Seasonally Adjusted	44x72	1997.03	2.26789E+11
Seasonally Adjusted	44x72	1997.04	2.24952E+11
Seasonally Adjusted	44x72	1997.05	2.23305E+11
Seasonally Adjusted	44x72	1997.06	2.26377E+11
Seasonally Adjusted	44x72	1997.07	2.29187E+11
Seasonally Adjusted	44x72	1997.08	2.30236E+11
Seasonally Adjusted	44x72	1997.09	2.30603E+11
Seasonally Adjusted	44x72	1997.1	2.30201E+11
Seasonally Adjusted	44x72	1997.11	2.3131E+11
Seasonally Adjusted	44x72	1997.12	2.31787E+11
Seasonally Adjusted	44x72	1998.01	2.32319E+11
Seasonally Adjusted	44x72	1998.02	2.32404E+11
Seasonally Adjusted	44x72	1998.03	2.33876E+11
Seasonally Adjusted	44x72	1998.04	2.36454E+11
Seasonally Adjusted	44x72	1998.05	2.37806E+11
Seasonally Adjusted	44x72	1998.06	2.39125E+11
Seasonally Adjusted	44x72	1998.07	2.37702E+11
Seasonally Adjusted	44x72	1998.08	2.3677E+11
Seasonally Adjusted	44x72	1998.09	2.39278E+11
Seasonally Adjusted	44x72	1998.1	2.42909E+11
Seasonally Adjusted	44x72	1998.11	2.44728E+11
Seasonally Adjusted	44x72	1998.12	2.46962E+11
Seasonally Adjusted	44x72	1999.01	2.4763E+11
Seasonally Adjusted	44x72	1999.02	2.50124E+11
Seasonally Adjusted	44x72	1999.03	2.51105E+11
Seasonally Adjusted	44x72	1999.04	2.52709E+11
Seasonally Adjusted	44x72	1999.05	2.55525E+11
Seasonally Adjusted	44x72	1999.06	2.55704E+11
Seasonally Adjusted	44x72	1999.07	2.57838E+11
Seasonally Adjusted	44x72	1999.08	2.60744E+11
Seasonally Adjusted	44x72	1999.09	2.62009E+11
Seasonally Adjusted	44x72	1999.1	2.62514E+11
Seasonally Adjusted	44x72	1999.11	2.65391E+11
Seasonally Adjusted	44x72	1999.12	2.70219E+11
Seasonally Adjusted	44x72	2000.01	2.68681E+11
Seasonally Adjusted	44x72	2000.02	2.72755E+11
Seasonally Adjusted	44x72	2000.03	2.76039E+11
Seasonally Adjusted	44x72	2000.04	2.71556E+11
Seasonally Adjusted	44x72	2000.05	2.72129E+11
Seasonally Adjusted	44x72	2000.06	2.73993E+11
Seasonally Adjusted	44x72	2000.07	2.73112E+11
Seasonally Adjusted	44x72	2000.08	2.73535E+11
Seasonally Adjusted	44x72	2000.09	2.77901E+11
Seasonally Adjusted	44x72	2000.1	2.77376E+11
Seasonally Adjusted	44x72	2000.11	2.76282E+11
Seasonally Adjusted	44x72	2000.12	2.76282E+11
Seasonally Adjusted	44x72	2001.01	2.79445E+11
Seasonally Adjusted	44x72	2001.02	2.79306E+11
Seasonally Adjusted	44x72	2001.03	2.77027E+11
Seasonally Adjusted	44x72	2001.04	2.80946E+11
Seasonally Adjusted	44x72	2001.05	2.82038E+11
Seasonally Adjusted	44x72	2001.06	2.80877E+11
Seasonally Adjusted	44x72	2001.07	2.80218E+11
Seasonally Adjusted	44x72	2001.08	2.82119E+11
Seasonally Adjusted	44x72	2001.09	2.76605E+11
Seasonally Adjusted	44x72	2001.1	2.95267E+11
Seasonally Adjusted	44x72	2001.11	2.87488E+11
Seasonally Adjusted	44x72	2001.12	2.84579E+11
Seasonally Adjusted	44x72	2002.01	2.84477E+11
Seasonally Adjusted	44x72	2002.02	2.86042E+11
Seasonally Adjusted	44x72	2002.03	2.85014E+11
Seasonally Adjusted	44x72	2002.04	2.89142E+11
Seasonally Adjusted	44x72	2002.05	2.8541E+11
Seasonally Adjusted	44x72	2002.06	2.87865E+11
Seasonally Adjusted	44x72	2002.07	2.91021E+11
Seasonally Adjusted	44x72	2002.08	2.93358E+11
Seasonally Adjusted	44x72	2002.09	2.88788E+11
Seasonally Adjusted	44x72	2002.1	2.90107E+11
Seasonally Adjusted	44x72	2002.11	2.91961E+11
Seasonally Adjusted	44x72	2002.12	2.94028E+11
Seasonally Adjusted	44x72	2003.01	2.95967E+11
Seasonally Adjusted	44x72	2003.02	2.91909E+11
Seasonally Adjusted	44x72	2003.03	2.96975E+11
Seasonally Adjusted	44x72	2003.04	2.96105E+11
Seasonally Adjusted	44x72	2003.05	2.96942E+11
Seasonally Adjusted	44x72	2003.06	3.00134E+11
Seasonally Adjusted	44x72	2003.07	3.03448E+11
Seasonally Adjusted	44x72	2003.08	3.08091E+11
Seasonally Adjusted	44x72	2003.09	3.06272E+11
Seasonally Adjusted	44x72	2003.1	3.05149E+11
Seasonally Adjusted	44x72	2003.11	3.09179E+11
Seasonally Adjusted	44x72	2003.12	3.07792E+11
Seasonally Adjusted	44x72	2004.01	3.10127E+11
Seasonally Adjusted	44x72	2004.02	3.12251E+11
Seasonally Adjusted	44x72	2004.03	3.17846E+11
Seasonally Adjusted	44x72	2004.04	3.14304E+11
Seasonally Adjusted	44x72	2004.05	3.19662E+11
Seasonally Adjusted	44x72	2004.06	3.15729E+11
Seasonally Adjusted	44x72	2004.07	3.1927E+11
Seasonally Adjusted	44x72	2004.08	3.19351E+11
Seasonally Adjusted	44x72	2004.09	3.24965E+11
Seasonally Adjusted	44x72	2004.1	3.27016E+11
Seasonally Adjusted	44x72	2004.11	3.28501E+11
Seasonally Adjusted	44x72	2004.12	3.32126E+11
Seasonally Adjusted	44x72	2005.01	3.30838E+11
Seasonally Adjusted	44x72	2005.02	3.33756E+11
Seasonally Adjusted	44x72	2005.03	3.33613E+11
Seasonally Adjusted	44x72	2005.04	3.38722E+11
Seasonally Adjusted	44x72	2005.05	3.35796E+11
Seasonally Adjusted	44x72	2005.06	3.43578E+11
Seasonally Adjusted	44x72	2005.07	3.47911E+11
Seasonally Adjusted	44x72	2005.08	3.42964E+11
Seasonally Adjusted	44x72	2005.09	3.43594E+11
Seasonally Adjusted	44x72	2005.1	3.45249E+11
Seasonally Adjusted	44x72	2005.11	3.48257E+11
Seasonally Adjusted	44x72	2005.12	3.48372E+11
Seasonally Adjusted	44x72	2006.01	3.59237E+11
Seasonally Adjusted	44x72	2006.02	3.55918E+11
Seasonally Adjusted	44x72	2006.03	3.57484E+11
Seasonally Adjusted	44x72	2006.04	3.59548E+11
Seasonally Adjusted	44x72	2006.05	3.57437E+11
Seasonally Adjusted	44x72	2006.06	3.57372E+11
Seasonally Adjusted	44x72	2006.07	3.60227E+11
Seasonally Adjusted	44x72	2006.08	3.60817E+11
Seasonally Adjusted	44x72	2006.09	3.58416E+11
Seasonally Adjusted	44x72	2006.1	3.59246E+11
Seasonally Adjusted	44x72	2006.11	3.6066E+11
Seasonally Adjusted	44x72	2006.12	3.66349E+11
Seasonally Adjusted	44x72	2007.01	3.64654E+11
Seasonally Adjusted	44x72	2007.02	3.65796E+11
Seasonally Adjusted	44x72	2007.03	3.69515E+11
Seasonally Adjusted	44x72	2007.04	3.67394E+11
Seasonally Adjusted	44x72	2007.05	3.72224E+11
Seasonally Adjusted	44x72	2007.06	3.68149E+11
Seasonally Adjusted	44x72	2007.07	3.70082E+11
Seasonally Adjusted	44x72	2007.08	3.70183E+11
Seasonally Adjusted	44x72	2007.09	3.7351E+11
Seasonally Adjusted	44x72	2007.1	3.75199E+11
Seasonally Adjusted	44x72	2007.11	3.7996E+11
Seasonally Adjusted	44x72	2007.12	3.77616E+11
Seasonally Adjusted	44x72	2008.01	3.77407E+11
Seasonally Adjusted	44x72	2008.02	3.73295E+11
Seasonally Adjusted	44x72	2008.03	3.74688E+11
Seasonally Adjusted	44x72	2008.04	3.76064E+11
Seasonally Adjusted	44x72	2008.05	3.77272E+11
Seasonally Adjusted	44x72	2008.06	3.77687E+11
Seasonally Adjusted	44x72	2008.07	3.76056E+11
Seasonally Adjusted	44x72	2008.08	3.73158E+11
Seasonally Adjusted	44x72	2008.09	3.6695E+11
Seasonally Adjusted	44x72	2008.1	3.55484E+11
Seasonally Adjusted	44x72	2008.11	3.45704E+11
Seasonally Adjusted	44x72	2008.12	3.35614E+11
Seasonally Adjusted	44x72	2009.01	3.41617E+11
Seasonally Adjusted	44x72	2009.02	3.4139E+11
Seasonally Adjusted	44x72	2009.03	3.36207E+11
Seasonally Adjusted	44x72	2009.04	3.36671E+11
Seasonally Adjusted	44x72	2009.05	3.38785E+11
Seasonally Adjusted	44x72	2009.06	3.43411E+11
Seasonally Adjusted	44x72	2009.07	3.43518E+11
Seasonally Adjusted	44x72	2009.08	3.51128E+11
Seasonally Adjusted	44x72	2009.09	3.43179E+11
Seasonally Adjusted	44x72	2009.1	3.4788E+11
Seasonally Adjusted	44x72	2009.11	3.52231E+11
Seasonally Adjusted	44x72	2009.12	3.52888E+11
Seasonally Adjusted	44x72	2010.01	3.55197E+11
Seasonally Adjusted	44x72	2010.02	3.57272E+11
Seasonally Adjusted	44x72	2010.03	3.64836E+11
Seasonally Adjusted	44x72	2010.04	3.65997E+11
Seasonally Adjusted	44x72	2010.05	3.62219E+11
Seasonally Adjusted	44x72	2010.06	3.6117E+11
Seasonally Adjusted	44x72	2010.07	3.62829E+11
Seasonally Adjusted	44x72	2010.08	3.65992E+11
Seasonally Adjusted	44x72	2010.09	3.6944E+11
Seasonally Adjusted	44x72	2010.1	3.7546E+11
Seasonally Adjusted	44x72	2010.11	3.78578E+11
Seasonally Adjusted	44x72	2010.12	3.80869E+11
Seasonally Adjusted	44y72	1992.01	1.3077E+11
Seasonally Adjusted	44y72	1992.02	1.30835E+11
Seasonally Adjusted	44y72	1992.03	1.30824E+11
Seasonally Adjusted	44y72	1992.04	1.31165E+11
Seasonally Adjusted	44y72	1992.05	1.31512E+11
Seasonally Adjusted	44y72	1992.06	1.31755E+11
Seasonally Adjusted	44y72	1992.07	1.32142E+11
Seasonally Adjusted	44y72	1992.08	1.3341E+11
Seasonally Adjusted	44y72	1992.09	1.34053E+11
Seasonally Adjusted	44y72	1992.1	1.34853E+11
Seasonally Adjusted	44y72	1992.11	1.35581E+11
Seasonally Adjusted	44y72	1992.12	1.37218E+11
Seasonally Adjusted	44y72	1993.01	1.37819E+11
Seasonally Adjusted	44y72	1993.02	1.37379E+11
Seasonally Adjusted	44y72	1993.03	1.36646E+11
Seasonally Adjusted	44y72	1993.04	1.38394E+11
Seasonally Adjusted	44y72	1993.05	1.39753E+11
Seasonally Adjusted	44y72	1993.06	1.39741E+11
Seasonally Adjusted	44y72	1993.07	1.40654E+11
Seasonally Adjusted	44y72	1993.08	1.40558E+11
Seasonally Adjusted	44y72	1993.09	1.41908E+11
Seasonally Adjusted	44y72	1993.1	1.42291E+11
Seasonally Adjusted	44y72	1993.11	1.43182E+11
Seasonally Adjusted	44y72	1993.12	1.43797E+11
Seasonally Adjusted	44y72	1994.01	1.42904E+11
Seasonally Adjusted	44y72	1994.02	1.44867E+11
Seasonally Adjusted	44y72	1994.03	1.47163E+11
Seasonally Adjusted	44y72	1994.04	1.4704E+11
Seasonally Adjusted	44y72	1994.05	1.47262E+11
Seasonally Adjusted	44y72	1994.06	1.48987E+11
Seasonally Adjusted	44y72	1994.07	1.49654E+11
Seasonally Adjusted	44y72	1994.08	1.51196E+11
Seasonally Adjusted	44y72	1994.09	1.51767E+11
Seasonally Adjusted	44y72	1994.1	1.5292E+11
Seasonally Adjusted	44y72	1994.11	1.52915E+11
Seasonally Adjusted	44y72	1994.12	1.54088E+11
Seasonally Adjusted	44y72	1995.01	1.54886E+11
Seasonally Adjusted	44y72	1995.02	1.52871E+11
Seasonally Adjusted	44y72	1995.03	1.53852E+11
Seasonally Adjusted	44y72	1995.04	1.54328E+11
Seasonally Adjusted	44y72	1995.05	1.55601E+11
Seasonally Adjusted	44y72	1995.06	1.5626E+11
Seasonally Adjusted	44y72	1995.07	1.56506E+11
Seasonally Adjusted	44y72	1995.08	1.57156E+11
Seasonally Adjusted	44y72	1995.09	1.58076E+11
Seasonally Adjusted	44y72	1995.1	1.57384E+11
Seasonally Adjusted	44y72	1995.11	1.59032E+11
Seasonally Adjusted	44y72	1995.12	1.60611E+11
Seasonally Adjusted	44y72	1996.01	1.58699E+11
Seasonally Adjusted	44y72	1996.02	1.60301E+11
Seasonally Adjusted	44y72	1996.03	1.61869E+11
Seasonally Adjusted	44y72	1996.04	1.63578E+11
Seasonally Adjusted	44y72	1996.05	1.6441E+11
